product_name,ingredients,price,category,label
La Roche-Posay Hyalu B5 Eyes 15ml,"['glycerin', 'butyrospermum parkii', 'dimethicon', 'prunus armeniaca fruit extract', 'pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', 'panthenol', 'silica', 'isohexadecane', 'zea mays starch', 'propylene glycol', 'hydroxypropyl tetrahydropyrantriol', 'cera alba', 'stearic acid', 'palmitic acid', 'peg-100 stearate', 'glyceryl stearate', 'peg-20 stearate', 'stearyl alcohol', 'ci 77861', 'bis-peg-18 methyl ether dimethyl', 'sorbitan oleate', 'dimethiconol', 'sodium hyaluronate', 'arganine', 'serine', 'myristic acid', 'alumina', 'disodium edta', 'isopropyl titanium triisostearate', 'hydrolyzed sodium hyaluronate', 'hydrolyzed linseed extract', 'citric acid', 'acetyl dipeptide-1 cetyl', 'toluene sulfonic acid', 'polysorbate 80', 'acrylamide/sodium', 'bht', 'pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', 'sodium benzoate', 'phenoxyethanol', 'benzoic acid', 'ci 77491', 'ci 77492', 'ci 77499', 'titanium dioxide', 'ci 77019']",25.5,Eye Care,0
EstÃ©e Lauder Daywear Eye Cooling Anti-Oxidant Moisture Gel CrÃ©me,"['dimethicon', 'butylene glycol', 'trisiloxane', 'glycerin', 'ammonium acryloyldimethyltaurate/vp', 'trehalose', 'sucrose', 'algae extract', 'cucumis sativus extract', 'ascophyllum nodosum extract', 'asparagopsis armata extract', 'ergothioneine', 'thermus thermophillus ferment', 'dipotassium glycyrrhizate', 'sodium hyaluronate', 'caffeinee', 'artemia extract', 'acetyl glucosamine', 'palmaria palmata extract', 'hydrolyzed opuntia ficus indica flower extract', 'lauryl pca', 'oleth-10', 'lauryl peg-9', 'sorbitol', 'sodium pca', 'urea', 'tetrahexyldecyl ascorbate', 'tocopheryl acetate', 'carbomer', 'citric acid', 'polyquaternium-51', 'ethylbisiminomethylguaiacol manganese chloride', 'potassium sorbate', 'cyclodextrin', 'tromethamine', 'disodium edta', 'bht', 'phenoxyethanol', 'ci 19140', 'ci 42090']",26.55,Eye Care,0
Elemis Pro-Collagen Eye Renewal 15ml,"['dicaprylyl carbonate', 'peg-8', 'glycerin', 'methylsilanol mannuronate', 'sodium polyacrylate', 'hexyldecanol', 'hexyldecyl laurate', 'sorbitol', 'padina pavonica extract', 'propylene glycol', 'diazolidinyl urea', 'sodium benzoate', 'disodium edta', 'potassium sorbate', 'capric triglyceride', 'chlorella vulgaris extract', 'butylene glycol', 'algae extract', 'phenoxyethanol', 'hydrogenated olus oil', 'equisetum arvense extract', 'persea gratissima oil', 'tocopherol', 'polygonum fagopyrum extract', 'sorbic acid']",69.0,Eye Care,0
Medik8 Advanced Night Eye 15ml,"['capric triglyceride', 'dimethicon', 'stearic acid', 'glycerin', 'cetearyl alcohol', 'nylon 12', 'cetearyl olivate', 'propylene glycol', 'c12-16 alcohols', 'sorbitan olivate', 'squalene', 'sodium acrylate/sodium acryloyldimethyl taurate copolymer', 'sodium hyaluronate', 'palmitic acid', 'caffeinee', 'amelanchier alnifolia (saskatoon) fruit extract', 'hydrogenated lecithin', 'tremella fuciformis extract', 'niacinamide', 'simmondsia chinensis leaf extract', 'glyceryl stearate', 'ferric hexapeptide-35', 'hylocereus undatus fruit extract', 'arganine', 'sodium stearoyl lactylate', 'butylene glycol', 'cera microcristallina', 'ascorbic acid', 'ethylhexyl glycerin', 'tocopherol', 'pogostemon cablin flower extract', 'glucosyl hesperidin', 'sorbitol', 'phenoxyethanol', 'carbomer', 'palmitoyl tetrapeptide-7', 'palmitoyl tripeptide-1', 'polysorbate-20']",36.0,Eye Care,0
GLAMGLOW Bright Eyes Cream 15ml,"['butyrospermum parkii', 'butylene glycol', 'dimethicon', 'glycerin', 'cetearyl alcohol', 'cetyl esters', 'isostearyl neopentanoate', 'cetyl alcohol', 'polybutene', 'sodium hyaluronate', 'caffeinee', 'tocopheryl acetate', 'narcissus tazetta bulb extract', 'aminopropyl ascorbyl phosphate', 'linoleic acid', 'acetyl hexapeptide-8', 'artemia extract', 'hibiscus sabdariffa flower extract', 'trifluoroacetyl tripeptide-2', 'anthemis nobilis flower water', 'laminaria digitata extract', 'cucumis melo (melon) fruit extract', 'cetearyl glucoside', 'cholesterol', 'persea gratissima oil', 'pyrus malus flower extract', 'lens esculenta (lentil) fruit extract', 'citrullus lanatus fruit extract', 'algae extract', 'lauryl pca', 'whey protein', 'faex extract', 'sodium lactate', 'sorbitol', 'trehalose', 'zinc pca', 'glucose', 'acetyl glucosamine', 'neopentyl glycol diheptanoate', 'carbomer', 'sodium hydroxide', 'propylene glycol dicaprylate', 'polymethyl methacrylate', 'sodium pca', 'dextran', 'acrylates/c10-30 alkyl', 'polyethylene', 'decarboxy carnosine hcl', 'potassium sulfate', 'caprylyl glycol', '1,2-hexanediol', 'tetradecyl aminobutyroylvalylaminobutyric urea trifluoroacetate', 'methyl glucose sesquistearate', 'bht', 'disodium edta', 'phenoxyethanol', 'potassium sorbate', 'sodium benzoate', 'ci 77019', 'titanium dioxide', 'ci 77491']",29.0,Eye Care,0
PIXI 24K Eye Elixir 10ml,"['dipropylene glycol', 'glycerin', 'phenoxyethanol', 'allantoin', 'ethylhexyl glycerin', 'arganine', 'acrylates/c10-30 alkyl', 'castor oil', 'disodium edta', 'adenosine', 'trideceth-10', 'cucumis sativus extract', 'rubus idaeus extract', 'butylene glycol', 'ci 15985', 'ci 17200', 'steareth-20', '1,2-hexanediol', 'hydrolyzed collagen', 'n-hydroxysuccinimide', 'chlorhexidine digluconate', 'potassium sorbate', 'gold', 'acetyl hexapeptide-8', 'chrysin', 'palmitoyl oligopeptide', 'palmitoyl tetrapeptide-7']",22.0,Eye Care,0
Caudalie VineActiv Energizing and Smoothing Eye Cream 15ml,"['glycerin', 'butylene glycol', 'isononyl isononanoate', 'capric triglyceride', 'cetearyl alcohol', 'hydrogenated olus oil', 'peg-20 stearate', 'cetyl alcohol', 'tocopheryl acetate', 'palmitoyl grapevine extract', 'carbomer', 'ethylhexyl glycerin', 'arganine', 'cyathea cumingii leaf extract', 'escin', 'ammonium glycyrrhizate', 'caprylyl glycol', 'hamamelis virginiana', 'calendula officinalis extract', 'xanthan gum', 'picea abies extract', 'tocopherol', 'helianthus annuus seed oil', 'ascorbyl tetraisopalmitate', 'sodium phytate', 'polysorbate-20', 'glyceryl caprylate', 'cinnamic acid', 'levulinic acid', 'sodium levulinate', 'palmitoyl tripeptide-1', 'palmitoyl tetrapeptide-7', 'citric acid']",27.5,Eye Care,0
Murad Resurgence Renewing Eye Cream (15ml),"['butylene glycol', 'tricaprylyl citrate', 'bis-diglyceryl polyacyladipate-2', 'simmondsia chinensis leaf extract', 'pentylene glycol', 'boron nitride', 'capric triglyceride', 'cetyl alcohol', 'stearic acid', 'glyceryl stearate', 'peg-100 stearate', 'glycerin', 'glycine soja extract', 'palmitoyl pentapeptide-4', 'iris florentina root extract', 'dioscorea villosa (wild yam) root extract', 'glycine soja extract', 'trifolium pratense (clover) flower extract', 'citrus unshiu peel extract', 'palmitoyl tetrapeptide-7', 'retinol', 'polyquaternium-51', 'serenoa serrulata fruit extract', 'oenothera biennis flower extract', 'borago officinalis seed oil', 'dipeptide-2', 'hesperidin methyl chalcone', 'capric triglyceride', 'mangifera indica extract', 'dimethicon', 'sodium pca', 'panthenol', 'cetyl phosphate', 'oleyl alcohol', 'steareth-20', 'lecithin', 'carbomer', 'polysorbate-20', 'aminomethyl propanol', 'disodium edta', 'silica', 'phenoxyethanol', 'propylparaben', 'methylparaben', 'titanium dioxide', 'ci 77491']",65.0,Eye Care,0
La Roche-Posay Pigmentclar Eyes 15ml,"['glycerin', 'butylene glycol', 'dimethicon', 'niacinamide', 'isopropyl palmitate', 'cetearyl alcohol', 'ammonium polyacryloyldmethyl taurate', 'butyrospermum parkii', 'peg - 100 stearate', 'peg/ppg/polybutylene glycol-8/5/3 glycerin', 'stearic acid', 'glyceryl stearate', 'dimethicon / vinyl dimethicon crosspolymer', 'dimethiconol', 'caffeinee', 'sodium hydroxide', 'silica', 'ginkgo biloba extract', 'palmitic acid', 'alumina', 'phenylethyl resorcinol', 'ascorbyl glucoside', 'poloxamer 338', 'disodium edta', 'isopropyl titanium triisostearate', 'hydrolyzed opuntia ficus indica flower extract', 'caprylyl glycol', 'xanthan gum', 'ferulic acid', 'phenoxyethanol', 'ci 77491', 'ci 77492', 'ci 77499', 'titanium dioxide', 'ci 77019']",25.5,Eye Care,0
Avene Gentle Eye Make-Up Remover 125ml,"['triethanolamine', 'sodium chloride', 'poloxamer 188', 'acrylates/c10-30 alkyl', 'phenyl ethyl alcohol', 'sorbitol']",10.0,Eye Care,0
REN Clean Skincare Keep Young and Beautiful Firm and Lift Eye Cream,"['rosa damascena', 'cetearyl alcohol', 'cetearyl ethylhexanoate', 'triheptanoin', 'camellia oleifera seed oil', 'capric triglyceride', 'squalene', 'glycerin', 'cetearyl glucoside', 'rosa canina flower oil', 'butyrospermum parkii', 'myristyl myristate', 'dipalmitoyl hydroxyproline', 'lauryl laurate', 'oryzanol', 'palmitoyl hydrolyzed wheat protein', 'phenoxyethanol', 'vaccinium vitis-idaea seed oil', 'hexapeptide-11', 'carthamus tinctorius extract', 'bisabolol', 'sodium hydroxymethylglycinate', 'tocopherol', 'xanthan gum', 'panthenol', 'faex extract']",33.0,Eye Care,0
L'OrÃ©al Paris Gentle Eye Make-Up Remover 125ml,"['hexylane', 'glycol', 'disodium cocoamphodiacetate', 'panthenol', 'sodium laureth sulfate', 'sodium', 'laureth sulfate', 'triethanolamine', 'allantoin', 'magnesium laureth sulfate', 'magnesium laureth sulfate', 'magnesium oleth sulfate', 'sodium oleth sulfate', 'methylparaben', 'sodium benzoate', 'chlorhexidine dihydrochloride', 'disodium edta', 'quaternium-15', 'parfum', 'geraniol', 'citronellol ']",3.49,Eye Care,0
DECLÃOR Jasmine Eye Cream 15ml,"['dimethicon', 'glycerin', 'isononyl isononanoate', 'alcohol denat', 'niacinamide', 'cetyl alcohol', 'peg-100 stearate', 'glyceryl stearate', 'ascorbyl glucoside', 'amaranthus caudatus seed extract', 'butyrospermum parkii', 'triethanolamine', 'dimethicon/vinyl dimethicon crosspolymer', 'ci 77163', 'titanium dioxide', 'stearic acid', 'silica', 'palmitic acid', 'phenoxyethanol', 'carbomer', 'caffeinee', 'sodium citrate', 'ammonium polyacryloyldmethyl taurate', 'ethylhexyl hydroxystearate', 'ci 77019', 'tocopheryl acetate', 'disodium edta', 'xanthan gum', 'ci 77491', 'ci 77492', 'ci 77499', 'citric acid', 'glycyrrhiza glabra root extract', 'capryloyl salicylic acid', 'butylene glycol', 'dextrin', 'myristic acid', 'jasminum officinale extract', 'hydroxypalmitoyl sphinganine', 'oxothiazolidinecarboxylic acid', 'benzyl alcohol', 'eperua falcata bark extract', 'benzyl benzoate', 'ci 77861', 'linalool', 'paeonia suffruticosa extract', 'eugenol']",25.9,Eye Care,0
Dermalogica Multivitamin Power Firm 15ml,"['cyclopentasiloxane', 'bis-diglyceryl polyacyladipate-2', 'dimethicon crosspolymer', 'cetyl ethylhexanoate', 'polyethylene', 'tocopheryl acetate', 'camellia sinensis extract', 'chamomilla recutita flower oil', 'corallina officinalis extract', 'carthamus tinctorius extract', 'vitis vinifera extract', 'aroma', 'ascorbic acid', 'glycyrrhetinic acid', 'boron nitride', 'retinyl palmitate']",42.75,Eye Care,0
Clinique Repairwear Anti-Gravity Eye Cream 15ml,"['butyrospermum parkii', 'cetearyl alcohol', 'butylene glycol', 'hydrogenated polyisobutene', 'phenyl trimethicone', 'cera alba', 'polybutene', 'sucrose', 'polymethyl methacrylate', 'cetyl esters', 'isostearyl neopentanoate', 'glycerin', 'cetearyl glucoside', 'whey protein', 'sigesbeckia orientalis extract', 'camellia sinensis extract', 'hordeum vulgare extract', 'triticum vulgare bran extract', 'chlorella vulgaris extract', 'faex extract', 'linoleic acid', 'cholesterol', 'caffeinee', 'palmitoyl oligopeptide', 'squalene', 'phytosphingosine', 'sodium hyaluronate', 'dimethicon', 'caprylyl glycol', 'peg-8', 'methyl glucose sesquistearate', 'polysilicone-11', 'glyceryl polymethacrylate', 'peg-100 stearate', 'tocopheryl acetate', 'stearic acid', '1,2-hexanediol', 'acrylates/c10-30 alkyl', 'sodium dehydroacetate', 'tetrahexyldecyl ascorbate', 'aminomethyl propanol', 'potassium sulfate', 'phenoxyethanol', 'disodium edta', 'titanium dioxide', 'ci 77019']",39.5,Eye Care,0
First Aid Beauty Eye Duty Triple Remedy Overnight Balm (15ml),"['glycerin', 'butyrospermum parkii', 'capric triglyceride', 'dimethicon', 'c10-18 triglycerides', 'ethylhexyl palmitate', 'cetyl alcohol', 'aluminum starch octenylsuccinate', 'glyceryl stearate', 'niacinamide', 'chrysanthemum parthenium (feverfew) extract', 'spilanthes acmella flower extract', 'acacia decurrens wax', 'camellia sinensis extract', 'glycyrrhiza glabra root extract', 'simmondsia chinensis leaf extract', 'palmitoyl hexapeptide-12', 'palmitoyl tetrapeptide-7', 'algae extract', 'carbomer', 'sodium hyaluronate', 'helianthus annuus seed oil', 'peg-75 stearate', 'caprylyl glycol', 'ceteth-20', 'steareth-20', 'acrylates/c10-30 alkyl', 'xanthan gum', 'butylene glycol', 'leuconostoc/radish root ferment filtrate', 'polyglycerin-3', 'sodium lactate', 'polysorbate-20', 'palmitic acid', 'sodium hydroxide', 'tetrasodium edta', 'edta', 'citric acid', 'phenoxyethanol']",28.0,Eye Care,0
Lumene Nordic Hydra [LÃ¤hde] Purity Dew Drops Hydrating Eye Gel 15ml,"['glycerin', 'butylene glycol', 'betula alba bark extract', 'betaine', 'phenoxyethanol', 'acrylates/c10-30 alkyl', 'panthenol', 'propanediol', 'xylitylglucoside', 'anhydroxylitol', 'trehalose', 'urea', 'hydrolyzed opuntia ficus indica flower extract', 'sodium hydroxide', 'xylitol', 'ethylhexyl glycerin', 'xanthan gum', 'disodium edta', 'caprylyl glycol', 'pentylene glycol', 'serine', 'sodium benzoate', 'glycine soja extract', 'superoxide dismutase', 'algin', 'disodium phosphate', 'glyceryl polyacrylate', 'pullulan', 'sodium hyaluronate', 'citric acid', 'glucose', 'potassium sorbate', 'sodium dextran sulfate', 'potassium phosphate', 'chondrus crispus extract']",14.9,Eye Care,0
L'OrÃ©al Paris Absolute Eye and Lip Make-Up Remover 125ml,"['cyclopentasiloxane', 'isohexadecane', 'isopropyl palmitate', 'sodium chloride', 'dipotassium phosphate', 'poloxamer 184', 'potassium phosphate', 'panthenol', 'polyaminopropyl biguanide', 'ci 61565 / green 6']",5.49,Eye Care,0
Elemis Peptide Eye Recovery Cream 15ml,"['glycerin', 'coco-caprylate', 'cocos nucifera fruit extract', 'glyceryl oleate citrate', 'buglossoides arvensis seed oil', 'bellis perennis (daisy) flower extract', 'hieracium pilosella (hawkweed) extract', 'ci 77019', 'simmondsia chinensis leaf extract', 'panthenol', 'acrylates/c10-30 alkyl', 'hydroxyacetophenone', 'phenoxyethanol', 'xanthan gum', 'tocopherol', 'perilla ocymoides leaf extract', 'sodium hydroxide', 'tocopheryl acetate', 'disodium edta', 'sodium citrate', 'citric acid', 'sodium benzoate', 'matthiola longipetala (night scented stock) seed oil', 'sodium dehydroacetate', 'hydrolyzed yeast protein']",38.0,Eye Care,0
Goldfaden MD Bright Eyes Dark Circle Radiance Concentrate 15ml,"['simmondsia chinensis leaf extract', 'cetyl alcohol', 'simmondsia chinensis leaf extract', 'glyceryl stearate', 'glycerin', 'sodium hyaluronate', 'squalene', 'glycine soja extract', 'prunus armeniaca fruit extract', 'magnesium aluminum silicate', 'cetearyl alcohol', 'sodium stearoyl lactylate', 'xanthan gum', 'glycine soja extract', 'hydrolyzed opuntia ficus indica flower extract', 'superoxide dismutase', 'chondrus crispus extract', 'ci 77019', 'phenoxyethanol', 'ethylhexyl glycerin', 'arnica montana extract', 'tocopherol', 'glyceryl caprylate', 'cellulose gum', 'citrus grandis', 'aspalathus linearis leaf extract']",32.16,Eye Care,0
L'OrÃ©al Men Expert Hydra Energetic Cooling Eye Roll-On (10ml),"['butylene glycol', 'glycerin', 'mentha piperita extract', 'c13-14 isoparaffin', 'caffeinee', 'escin', 'sodium hyaluronate', 'sodium hydroxide ', 'palmitoyl oligopeptide', 'palmitoyl tetrapeptide-7', 'ci 77002', 'guanosine', 'ascorbyl glucoside', 'hydroxyproline', 'caprylyl glycol', 'laureth-7', 'biosaccharide', 'xanthan gum', 'panthenol', 'n-hydroxysuccinimide', 'polyacrylamide', 'chrysin', 'phenoxyethanol', 'ci 77019', 'potassium sorbate', 'chlorhexidine digluconate']",10.99,Eye Care,0
Clinique Pep Start Eye Cream 15ml,"['glycerin', 'butylene glycol', 'butyrospermum parkii', 'squalene', 'cetyl esters', 'dimethicon', 'methyl gluceth-20', 'polyethylene', 'glycereth-26', 'polybutene', 'sucrose', 'magnolia officinalis bark extract', 'sigesbeckia orientalis extract', 'algae extract', 'saccharum officinarum extract', 'sapindus mukurossi fruit extract', 'palmitoyl tetrapeptide-7', 'whey protein', 'palmitoyl hexapeptide-12', 'trifluoroacetyl tripeptide-2', 'caffeinee', 'phytosphingosine', 'acetyl hexapeptide-8', 'palmitoyl tripeptide-1', 'faex extract', 'glycine soja extract', 'caesalpinia spinosa extract', 'acrylates/c10-30 alkyl', 'glyceryl polymethacrylate', 'sucrose stearate', 'caprylyl glycol', 'peg-8', 'sodium hyaluronate', 'simethicone', 'polysorbate-20', 'carbomer', 'sodium hydroxide', 'dextran', 'hexylene glycol', 'sodium citrate', 'phenoxyethanol', 'ci 77019', 'titanium dioxide']",24.0,Eye Care,0
LancÃ´me RÃ©nergie Multi-Lift Eye Cream 15ml,"['dimethicon', 'glycerin', 'isohexadecane', 'alcohol denat', 'squalene', 'cetyl alcohol', 'stearic acid', 'paraffinum liquidum', 'palmitic acid', 'peg-100 stearate', 'glyceryl stearate', 'peg-20 stearate', 'cera alba', 'octyldodecanol', 'titanium dioxide', 'ci 16035', 'ci 19140', 'c13-14 isoparaffin', 'ci 77019', 'saccharomyces', 'hydrolyzed linseed extract', 'sodium hydroxide', 'hydrolyzed soy protein', 'hydrolyzed sodium hyaluronate', 'sodium benzoate', 'phenoxyethanol', 'adenosine', 'acetyl tetrapeptide-9', 'caffeinee', 'silica', 'polyacrylamide', 'chlorphenesin', 'chlorhexidine digluconate', 'polyethylene', 'dimethiconol', 'limonene', 'benzyl alcohol', 'linalool', 'capryloyl salicylic acid', 'cera microcristallina', 'paraffin', 'butyrospermum parkii', 'citronellol', 'laureth-7', 'coumarin', 'parfum']",44.55,Eye Care,0
Bulldog Energising Eye Roll On 15ml,"['glycerin', 'prunus amygdalus dulcis', 'phenoxyethanol', 'sodium polyacrylate', 'ci 77019', 'polyglyceryl-3 cocoate', 'polyglyceryl-4 coco-caprylate', 'polyglyceryl-6 caprylate', 'polyglyceryl-6 ricinoleate', 'titanium dioxide', 'sorbitol', 'xanthan gum', 'benzoic acid', 'glycogen', 'dehydroacetic acid', 'phytic acid', 'asparagopsis armata extract', 'ascophyllum nodosum extract', 'citric acid', 'potassium sorbate', 'sodium hydroxide']",7.5,Eye Care,0
AvÃ¨ne Refreshing Eye Contour 15ml,"['paraffinum liquidum', 'capric triglyceride', 'glycerin', 'peg-12', 'glyceryl stearate', 'peg-100 stearate', '1,2-hexanediol', 'caprylyl glycol', 'carbomer', 'disodium edta', 'ribes rubrum (currant) fruit extract (ribes rubrum fruit extract)', 'rubus idaeus extract', 'sodium benzoate', 'sodium dextran sulfate', 'sodium hydroxide', 'tocopheryl glucoside', 'vaccinium myrtillus extract']",16.0,Eye Care,0
Manuka Doctor ApiNourish Age-Defying Eye Cream 15ml,"['mel', 'polyacrylamide', 'cyclopentasiloxane', 'capric triglyceride', 'oryza sativa bran', 'ammonium acryloyldimethyltaurate/vp', 'phenoxyethanol', 'c13-14 isoparaffin', 'butylene glycol', 'shea butter oleyl esters', 'laureth-7', 'tocopheryl acetate', 'stearoxy dimethicon', 'glycerin', 'disodium edta', 'ethylhexyl glycerin', 'glucosyl hesperidin', 'triethanolamine', 'dimethicon', 'panicum miliaceum (millet) seed extract', 'caprylyl glycol', 'opuntia ficus-indica stem extract', '1,2-hexanediol', 'bee venom', 'tannic acid', 'potassium sorbate', 'acetyl hexapeptide-37', 'acetyl octapeptide-3']",10.99,Eye Care,0
VICHY Aqualia Thermal Eye Awakening Balm (15ml),"['glycerin', 'dimethicon', 'propanediol', 'dimethicon/peg-10/15 crosspolymer', 'ci 42090', 'caffeinee', 'sodium chloride', 'sodium citrate', 'sodium hyaluronate', 'sodium hydroxide', 'phenoxyethanol', 'p-anisic acid', 'chondrus crispus extract', 'disodium edta', 'citric acid']",15.0,Eye Care,0
DECLÃOR Hydra Floral Everfresh Hydrating Wide-Open Eye Gel,"['centaurea cyanus extract', 'propanediol', 'alcohol denat', 'glycerin', 'simmondsia chinensis leaf extract', 'tocopherol', 'ammonium', 'olyacryloyldimethyl taurate', 'caffeinee', 'arganine', 'carbomer', 'caprylyl glycol', 'cocamidopropyl betaine', 'scutellaria baicalensis extract', 'sodium hyaluronate', 'helianthus annuus seed oil', 'salicylic acid', 'citric acid']",24.5,Eye Care,0
Medik8 Eyelift Peptides 15ml,"['alcohol denat', 'glycerin', 'c12-15', 'xanthan gum', 'hydrolyzed opuntia ficus indica flower extract', 'tribehenin', 'butylene glycol', 'hesperidin methyl chalcone', 'ceramide 2', 'glycine soja extract', 'benzyl alcohol', 'peg-10 phytosterol', 'superoxide dismutase', 'steareth-20', 'carbomer', 'phenoxyethanol', 'chlorhexidine digluconate', 'palmitoyl tetrapeptide-7', 'sorbic acid', 'palmitoyl tripeptide-1', 'dehydroacetic acid', 'polysorbate-20', 'palmitoyl hexapeptide-12', 'palmitoyl tetrapeptide-3', 'potassium sorbate', 'sodium benzoate', 'n-hydroxysuccinimide', 'benzoic acid', 'sodium dextran sulfate', 'dipeptide-2', 'chrysin', 'tocopherol']",38.0,Eye Care,0
Shiseido Exclusive Ultimune Eye Power Infusing Eye Concentrate 15ml,"['dimethicon', 'glycerin', 'dipropylene glycol', 'alcohol denat', 'sorbitol', 'dimethicon', 'dimethicon/vinyl dimethicon crosspolymer', 'methyl gluceth-10', 'sodium chloride', 'nylon 12', 'dimethicon', 'hydrogenated polyisobutene', 'phenoxyethanol', 'cetyl ethylhexanoate', 'erythritol', 'saccharide isomerate', 'cellulose gum', 'butylene glycol', 'peg/ppg-14/7 dimethyl ether', 'tocopheryl acetate', 'rosa damascena', 'parfum', 'tocopherol', 'trisodium edta', 'citric acid', 'sodium citrate', 'ppg-3 dipivalate', 'phytosteryl macadamiate', 'linalool', 'sodium metabisulfite', 'geraniol', 'ginkgo biloba extract', 'citronellol', 'origanum majorana extract', 'nelumbo nucifera flower extract', 'alcohol', 'sodium carboxymethyl beta-glucan', 'thymus serpyllum extract', 'perilla ocymoides leaf extract', 'iris florentina root extract', 'ganoderma lucidum (mushroom) stem extract']",58.0,Eye Care,0
Dermalogica Total Eye Care 15ml,"['titanium dioxide', 'citrus aurantium amara flower water', 'c12-15', 'alkyl octanoate', 'lactic acid', 'butylene glycol', 'glycerin', 'silica', 'glyceryl stearate', 'peg-100 stearate', 'cetearyl alcohol', 'ceteareth 20', 'cyclomethicone', 'dea-cetyl phosphate', 'magnesium aluminum silicate', 'extracts of: meadowsweet (spirea ulmaria)', 'hydrocotyl(cantella asiatica)', 'tocopheryl acetate', 'bisabolol', 'allantoin', 'leucine', 'valine', 'tyrosine', 'argnine', 'lysine', 'sodium pca', 'xanthan gum', 'propylene glycol', 'disodium edta', 'diazolidinyl', 'urea', 'isopropylparaben', 'isobutylparaben', 'butylparaben', 'magnesium silicate', 'ci 77492', 'ci 77491', 'ci 77019']",40.5,Eye Care,0
Dermalogica Intensive Eye Repair (15ml),"['water ', 'cyclopentasiloxane', 'butylene glycol', 'bis-diglyceryl polyacyladipate-2', 'squalene', 'persea gratissima oil unsaponifiables', 'butyrospermum parkii ', 'glyceryl stearate', 'peg-100 stearate', 'cetyl alcohol', 'peg-40 stearate', 'extracts of: rosa centifolia flower', 'centella asiatica', 'echinacea purpurea', 'vitis vinifera seed', 'camellia oleifera leaf', 'ginkgo biloba leaf', 'dioscorea villosa root', 'cucumis sativus fruit', 'ruscus aculeatus root', 'arnica montana flower', 'lecithin', 'phospholipid', 'glycolipids', 'sodium pca', 'sodium hyaluronate', 'tocopheryl acetate', 'stearic acid', 'dea-cetyl phosphate', 'sorbitan tristearate', 'dimethicon', 'dimethiconol', 'sclerotium gum', 'superoxide dismutase', 'triethanolamine', 'panthenol', 'disodium edta', 'phenoxyethanol', 'retinyl palmitate', 'ascorbyl palmitate', 'methylparaben', 'propylparaben']",44.55,Eye Care,0
benefit It's Potent Brightening Eye CreamÂ 14g,"['ethylene/acrylic acid copolymer', 'butylene glycol', 'glycerin', 'propylene glycol dicaprylate', 'squalene', 'capric triglyceride', 'steareth-21', 'linum usitatissimum flower extract', 'phenoxyethanol', 'stearalkonium hectorite', 'cetyl alcohol', 'stearyl alcohol', 'hexyldecanol', 'steareth-2', 'glyceryl hydroxystearate', 'sodium polyacrylate', 'alcohol', 'caprylyl glycol', 'palmitic acid', 'stearic acid', 'dimethicon', 'propylene carbonate', 'tocopheryl acetate', 'avena sativa kernel extract', 'althaea officinalis root extract', 'prunus amygdalus dulcis', 'hesperidin methyl chalcone', 'glyceryl acrylate/acrylic acid copolymer', 'acrylates/c10-30 alkyl', 'tetrasodium edta', 'steareth-20', 'tromethamine', 'titanium dioxide', 'sodium hyaluronate', 'theobroma cacao extract', 'pyrus malus flower extract', 'sanguisorba officinalis root extract', 'brassica campestris', 'xanthan gum', 'sodium citrate', 'potassium sorbate', 'chlorphenesin', 'capric triglyceride', 'dipeptide-2', 'tocopherol', 'citric acid', 'eriobotrya japonica leaf extract', 'palmitoyl tetrapeptide-7', 'plankton extract']",29.0,Eye Care,0
DECLÃOR ProlagÃ¨ne Lift Lavandula Iris - Lift and Firm Eye Care 15ml,"['glycerin', 'butylene glycol', 'coco-caprylate', 'macadamia', 'integrifolia seed oil', 'cetearyl alcohol', 'prunus domestica flower extract', 'polymethylsilsesquioxane', 'nylon 12', 'fluorescent brightener 230 salt', 'arachidyl alcohol', 'behenyl alcohol', 'sodium polyacrylate', 'phenoxyethanol', 'cetearyl glucoside', 'caprylyl glycol', 'arachidyl glucoside', 'glycine soja extract', 'protein / soybean protein', 'ci 77019', 'titanium dioxide', 'proline', 'disodium edta', 'polyvinyl alcohol', 'tocopherol', 'glycine soja extract', 'sodium hyaluronate', 'steareth-20', 'sodium cocoyl glutamate', 'adenosine', 'hydrolyzed soy flour', 'ethylhexyl glycerin', 'sodium benzoate', 'pentylene glycol', 'potassium sorbate', 'salix alba extract', 'extract / willow leaf extract', 'sodium hyaluronate', 'silanetriol', 'sorbic acid', 'chlorhexidine digluconate', 'citric acid', 'n-hydroxysuccinimide', 'helianthus', 'helianthus annuus seed oil', 'palmitoyl oligopeptide', 'chrysin', 'palmitoyl tetrapeptide-7']",35.0,Eye Care,0
Skin Doctors Instant Eyelift (10ml),"['sodium silicate', 'carbomer', 'sodium hyaluronate', 'serum albumin', 'dextran sulfate', 'dmdm hydantoin', 'glycerin', 'ethylhexyl glycerin', 'caprylyl glycol', 'sodium hyaluronate', 'benzyl alcohol', 'dehydroacetic acid']",21.99,Eye Care,0
